Î¼max,Ks,best_ObjV
1.3687795648060548,0.5295367148873833,0.00011600600100040557
1.3074739829706719,0.49234572422633216,0.00011404217884487765
1.2960264900662253,0.4854788500274675,0.00011410706679127944
1.3094607379375591,0.493774034059696,0.00011404599282093995
1.3884578997161778,0.5500274674967954,0.0001179423976594202
1.3203405865657523,0.5000915583226515,0.00011413773483855376
1.3884578997161778,0.5500274674967954,0.0001179423976594202
1.3203405865657523,0.5000915583226515,0.00011413773483855376
1.3203405865657523,0.5008057132393335,0.00011414245978354638
1.3884578997161778,0.5500274674967954,0.0001179423976594202
